Atualização;n;Abrangência2;Abrangência1;UF;Município;Empreendimento;Eixo;Subeixo;Modalidade;Classificação;Estágio;Estimativa do valor total do empreendimento no Novo PAC (2023-2030) (R$);Percentual de execução do empreendimento (%);Tipo de Executor
abr/25;4554;Intra Estado;Município;RS;Alegrete;INTERVENÇÃO DO ARROIO REGALADO /PARTE 2;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Obra;Em ação preparatória;30.032.795,64;;Municipal
abr/25;4482;Intra Estado;Municípios;RS;Arroio do Meio, Colinas, Cruzeiro do Sul, Encantado, Estrela, Lajeado, Muçum, Roca Sales, Santa Tereza, Taquari, Venâncio Aires;ESTUDOS TAQUARI - ANTAS E BAIXO JACUÍ;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em ação preparatória;16.158.257,80;;Estadual
abr/25;4804;Intra Estado;Município;RS;Bento Gonçalves;Sistemas de drenagem urbana e manejo de águas pluviais - Zona Sul;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Obra;Em ação preparatória;2.292.737,09;;Municipal
abr/25;4664;Intra Estado;Município;RS;Capão do Leão;Projeto de Drenagem Fluvial do Arroio Padre Doutor.;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em ação preparatória;217.717,50;;Municipal
abr/25;4422;Intra Estado;Município;RS;Caxias do Sul ;Canalização pluvial e tanque de detenção;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Obra;Em ação preparatória;15.128.240,13;;Municipal
abr/25;4564;Intra Estado;Município;RS;Caxias do Sul ;Macrodrenagem da Bacia do Arroio Aliança;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Obra;Em ação preparatória;57.687.460,54;;Municipal
abr/25;4454;Intra Estado;Município;RS;Encantado;Drenagem junto a rua Aurelio Moesch e fundos da rua Bahia com a rua Erich Franz Anner;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Obra;Em ação preparatória;18.856.750,08;;Municipal
abr/25;4762;Intra Estado;Município;RS;Estrela;Projeto de Restauração da margem do Rio Taquari, localizada no entorno da Ruas dos Marinheiros, no Bairro Moinhos;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em licitação / Leilão;787.500,00;;Municipal
abr/25;4776;Intra Estado;Município;RS;Estrela;Projeto Verde Urbano e implementação de parque linear multifuncional - Rio Taquari.;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Obra;Em ação preparatória;17.080.777,73;;Municipal
abr/25;4714;Intra Estado;Município;RS;Igrejinha;Projeto de execução de muros de arrimo na margem do Rio Paranhana nos bairros figueira e garibaldi;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em ação preparatória;194.281,77;;Municipal
abr/25;4398;Intra Estado;Município;RS;Novo Hamburgo;Bacias de detenção Luiz Rau e Arroio Guarani;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Obra;Em ação preparatória;21.021.365,73;;Municipal
abr/25;551;Intra Estado;Município;RS;Porto Alegre;Arroio da Areia;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Retomada, conclusão e novas obras - Drenagem;Obra;Em execução;65.480.698,43;42,9;Municipal
abr/25;4320;Intra Estado;Município;RS;Porto Alegre;Contenções de encostas em áreas de risco - Porto Alegre;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Encostas;Obra;Em ação preparatória;117.928.153,04;;Municipal
abr/25;4580;Intra Estado;Município;RS;Porto Alegre;Melhorias no sistema de proteção - Polders 1 e 2 - ampliação das EBAP e galerias de macrodrenagem;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Obra;Em ação preparatória;113.235.059,00;;Municipal
abr/25;4582;Intra Estado;Município;RS;Porto Alegre;Melhorias no sistema de proteção - Polders 12, 13, 14, 15 e 16 - Ampliação das EBAP;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Obra;Em ação preparatória;155.650.000,00;;Municipal
abr/25;4728;Intra Estado;Município;RS;Porto Alegre;Projeto de Macrodrenagem na Bacia Hidrográfica do Arroio Dilúvio;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em ação preparatória;5.799.891,96;;Municipal
abr/25;4670;Intra Estado;Município;RS;Quaraí;PROJETO DE DRENAGEM;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em ação preparatória;100.000,00;;Municipal
abr/25;1704;Intra Estado;Município;RS;Rio Grande;Galerias e Canalização;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Retomada, conclusão e novas obras - Drenagem;Obra;Em execução;7.123.350,00;88,5;Municipal
abr/25;4748;Intra Estado;Município;RS;Rolante;Projeto de Prevenção de Desastres Naturais - Inundações;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em licitação / Leilão;647.428,00;;Municipal
abr/25;4646;Intra Estado;Município;RS;Santa Cruz do Sul;PROJETO DE DRENAGEM BACIA BAIRRO VÁRZEA;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em ação preparatória;8.000.000,00;;Municipal
abr/25;4648;Intra Estado;Município;RS;Santa Cruz do Sul;PROJETO DE DRENAGEM BACIA DO BAIRRO CENTRO E BAIRRO SANTO INÁCIO;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em ação preparatória;5.050.000,00;;Municipal
abr/25;4344;Intra Estado;Município;RS;Santa Maria;Contenções de encostas em áreas de risco - Santa Maria;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Encostas;Obra;Em ação preparatória;33.692.400,00;;Municipal
abr/25;4480;Intra Estado;Município;RS;Santa Maria;Elaboração de Projetos e Execução de Obras de melhoria da Infraestrutura de Drenagem Urbana;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em ação preparatória;8.570.000,00;;Municipal
abr/25;4556;Intra Estado;Município;RS;Santo Antônio da Patrulha;Intervenções em Arroios Municipais - Macrodrenagem Urbana;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Obra;Em ação preparatória;23.374.187,89;;Municipal
abr/25;4692;Intra Estado;Município;RS;São Jerônimo;Projeto de Drenagem Urbana do município de São Jerônimo (restauração de margem do Rio Jacuí;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em ação preparatória;300.000,00;;Municipal
abr/25;4594;Intra Estado;Município;RS;Sapucaia do Sul;Obras de Drenagem urbana complementares - Revitalização do Arroio José Joaquim;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Obra;Em ação preparatória;29.416.142,94;;Municipal
abr/25;4730;Intra Estado;Município;RS;Taquari;Projeto de macrodrenagem;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em ação preparatória;1.000.000,00;;Municipal
abr/25;4668;Intra Estado;Município;RS;Três Forquilhas;Projeto de drenagem nas laterais do Rio na comunidade Luterana;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em ação preparatória;167.115,03;;Municipal
abr/25;4716;Intra Estado;Município;RS;Uruguaiana;PROJETO DE GALERIA PLUVIAL NA RUA EUSTÁQUIO ORMAZABAL;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em licitação / Leilão;1.267.649,67;;Municipal
abr/25;4718;Intra Estado;Município;RS;Uruguaiana;PROJETO DE GALERIA PLUVIAL NO BAIRRO CIDADE ALEGRIA;Cidades Sustentáveis e Resilientes;Prevenção a Desastres: Contenção de Encostas e Drenagem;Seleção - Drenagem;Estudo / Projeto / Plano;Em licitação / Leilão;910.725,04;;Municipal
abr/25;13516;Intra Estado;Município;RS;Água Santa;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Transporte Escolar;Equipamento;Concluído;412.000,00;100;Municipal
abr/25;4597;Intra Estado;Município;RS;Agudo;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Pacto Nacional pela Retomada das Obras da Educação;Obra;Em ação preparatória;2.066.254,34;;Municipal
abr/25;13694;Intra Estado;Município;RS;Agudo;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Transporte Escolar;Equipamento;Concluído;399.000,00;100;Municipal
abr/25;8035;Intra Estado;Município;RS;Almirante Tamandaré do Sul;Ampliação de Escola;Educação, Ciência e Tecnologia;Educação Básica;Pacto Nacional pela Retomada das Obras da Educação;Obra;Concluído;50.671,52;100;Municipal
abr/25;12031;Intra Estado;Município;RS;Alvorada;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
abr/25;12966;Intra Estado;Município;RS;Alvorada;Escola em Tempo Integral;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Escolas em Tempo Integral;Obra;Em ação preparatória;10.255.095,83;;Municipal
abr/25;9445;Intra Estado;Município;RS;Alvorada;Quadra e/ou Cobertura de Quadra;Educação, Ciência e Tecnologia;Educação Básica;Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras;Obra;Em execução;165.159,14;0;Estadual
abr/25;7308;Intra Estado;Município;RS;Ametista do Sul;Ampliação de Escola;Educação, Ciência e Tecnologia;Educação Básica;Pacto Nacional pela Retomada das Obras da Educação;Obra;Em execução;200.729,27;99;Municipal
abr/25;14796;Intra Estado;Município;RS;Ametista do Sul;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Transporte Escolar;Equipamento;Em execução;412.000,00;50;Municipal
abr/25;3925;Intra Estado;Município;RS;Araricá;Escola de Ensino Fundamental;Educação, Ciência e Tecnologia;Educação Básica;Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras;Obra;Concluído;705.728,48;100;Municipal
abr/25;8454;Intra Estado;Município;RS;Arroio do Meio;Ampliação de Escola;Educação, Ciência e Tecnologia;Educação Básica;Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras;Obra;Concluído;74.800,74;100;Municipal
abr/25;8424;Intra Estado;Município;RS;Arroio do Meio;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras;Obra;Em execução;1.781.576,44;73;Municipal
abr/25;10964;Intra Estado;Município;RS;Arroio do Meio;Escola de Ensino Fundamental;Educação, Ciência e Tecnologia;Educação Básica;Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras;Obra;Em execução;8.244.621,72;8;Municipal
abr/25;7462;Intra Estado;Município;RS;Arroio do Sal;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Pacto Nacional pela Retomada das Obras da Educação;Obra;Em ação preparatória;1.658.420,01;;Municipal
abr/25;13426;Intra Estado;Município;RS;Arroio do Tigre;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
abr/25;6563;Intra Estado;Município;RS;Arroio dos Ratos;Escola de Ensino Fundamental;Educação, Ciência e Tecnologia;Educação Básica;Pacto Nacional pela Retomada das Obras da Educação;Obra;Em execução;5.209.864,12;37;Municipal
abr/25;5461;Intra Estado;Município;RS;Arroio Grande;Quadra e/ou Cobertura de Quadra;Educação, Ciência e Tecnologia;Educação Básica;Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras;Obra;Concluído;36.370,85;100;Municipal
abr/25;13562;Intra Estado;Município;RS;Augusto Pestana;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Transporte Escolar;Equipamento;Em licitação / Leilão;412.000,00;;Municipal
abr/25;9086;Intra Estado;Município;RS;Bagé;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras;Obra;Em ação preparatória;2.176.841,49;;Municipal
abr/25;11883;Intra Estado;Município;RS;Bagé;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
abr/25;3303;Intra Estado;Município;RS;Bagé;Quadra e/ou Cobertura de Quadra;Educação, Ciência e Tecnologia;Educação Básica;Pacto Nacional pela Retomada das Obras da Educação;Obra;Em ação preparatória;386.363,80;;Municipal
abr/25;5467;Intra Estado;Município;RS;Bagé;Quadra e/ou Cobertura de Quadra;Educação, Ciência e Tecnologia;Educação Básica;Pacto Nacional pela Retomada das Obras da Educação;Obra;Em ação preparatória;915.859,46;;Municipal
abr/25;4247;Intra Estado;Município;RS;Balneário Pinhal;Quadra e/ou Cobertura de Quadra;Educação, Ciência e Tecnologia;Educação Básica;Pacto Nacional pela Retomada das Obras da Educação;Obra;Em ação preparatória;174.946,22;;Municipal
abr/25;11030;Intra Estado;Município;RS;Barão;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras;Obra;Concluído;143.623,84;100;Municipal
abr/25;12344;Intra Estado;Município;RS;Barão do Triunfo;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Creches e Escolas de Educação Infantil;Obra;Em ação preparatória;3.547.923,64;;Municipal
abr/25;14510;Intra Estado;Município;RS;Barão do Triunfo;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Transporte Escolar;Equipamento;Concluído;469.499,00;100;Municipal
abr/25;13713;Intra Estado;Município;RS;Barra do Guarita;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Transporte Escolar;Equipamento;Concluído;581.878,00;100;Municipal
abr/25;13839;Intra Estado;Município;RS;Barra do Quaraí;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Transporte Escolar;Equipamento;Em licitação / Leilão;398.500,00;;Municipal
abr/25;11845;Intra Estado;Município;RS;Barra do Ribeiro;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
abr/25;13939;Intra Estado;Município;RS;Barra do Ribeiro;Transporte Escolar;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Transporte Escolar;Equipamento;Em execução;398.500,00;50;Municipal
abr/25;12030;Intra Estado;Município;RS;Barros Cassal;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;5.890.407,52;;Municipal
abr/25;11813;Intra Estado;Município;RS;Bento Gonçalves;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Seleção - Creches e Escolas de Educação Infantil;Obra;Em licitação / Leilão;3.547.923,64;;Municipal
abr/25;7927;Intra Estado;Município;RS;Boa Vista do Buricá;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras;Obra;Concluído;453.825,50;100;Municipal
abr/25;8280;Intra Estado;Município;RS;Boa Vista do Incra;Quadra e/ou Cobertura de Quadra;Educação, Ciência e Tecnologia;Educação Básica;Retomada e conclusão de obras - Creches, Escolas, Quadras e Cobertura de Quadras;Obra;Em execução;363.731,48;100;Municipal
abr/25;4439;Intra Estado;Município;RS;Bom Jesus;Creche e/ou Escola de Educação Infantil;Educação, Ciência e Tecnologia;Educação Básica;Pacto Nacional pela Retomada das Obras da Educação;Obra;Em licitação / Leilão;1.490.496,60;;Municipal
